epoch,loss
1,0.07972859488602817
2,0.04683412511770924
3,0.04039679720805448
4,0.04203648234505783
5,0.03533179828633244
6,0.03373822302489065
7,0.03273489798375106
8,0.02768192604589664
9,0.02312356221632494
10,0.019780931835959477
